-8.00000 	 -0.62969 	 0.01338 
-6.00000 	 -0.47514 	 0.00784 
-4.00000 	 -0.32109 	 0.00374 
-3.00000 	 -0.24429 	 0.00225 
-2.00000 	 -0.16768 	 0.00112 
-1.00000 	 -0.09129 	 0.00038 
0.00000 	 -0.01514 	 0.00003 
1.00000 	 0.06081 	 0.00006 
2.00000 	 0.13662 	 0.00048 
3.00000 	 0.21238 	 0.00131 
4.00000 	 0.28821 	 0.00254 
6.00000 	 0.44051 	 0.00629 
8.00000 	 0.59411 	 0.01180 
