-8.00000 	 -0.61246 	 0.01199 
-6.00000 	 -0.45820 	 0.00679 
-4.00000 	 -0.30460 	 0.00304 
-3.00000 	 -0.22809 	 0.00172 
-2.00000 	 -0.15180 	 0.00077 
-1.00000 	 -0.07577 	 0.00019 
0.00000 	 0.00000 	 0.00000 
1.00000 	 0.07554 	 0.00019 
2.00000 	 0.15092 	 0.00078 
3.00000 	 0.22624 	 0.00176 
4.00000 	 0.30162 	 0.00314 
6.00000 	 0.45299 	 0.00717 
8.00000 	 0.60564 	 0.01296 
